,Source Port,Destination Port,Packet Length,Packet Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Signature,Month_of_received,hour_of_the_day,day_of_the_week,is_weekend,Is_Private,protocol_ICMP,protocol_TCP,protocol_UDP,traffic_DNS,traffic_FTP,traffic_HTTP,Attack_Type_DDoS,Attack_Type_Intrusion,Attack_Type_Malware,Severity_High,Severity_Low,Severity_Medium,Segments_Segment A,Segments_Segment B,Segments_Segment C
25547,59446,61239,967,0,1,74.91,1,0,2,6,6,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
25548,38992,9454,136,0,0,88.3,1,0,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
25549,20972,5942,965,1,0,87.93,1,1,2,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
25550,46533,2834,1423,0,1,65.03,1,1,2,16,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
25551,30467,38532,528,0,1,96.27,1,0,4,11,5,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
25552,8713,45283,877,1,0,93.68,0,1,11,2,4,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
25553,14694,48763,915,1,0,33.68,0,0,1,13,5,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
25554,9904,23248,1351,0,0,78.84,0,1,8,22,6,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
25555,43782,42704,1095,0,0,29.75,1,1,6,17,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
25556,44180,27884,1156,0,1,52.97,0,1,2,16,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
25557,42999,20281,471,1,1,34.87,0,0,5,18,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
25558,52176,23318,723,0,0,10.65,1,1,2,23,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
25559,5311,40060,1035,0,0,84.97,0,1,1,8,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
25560,36765,59768,641,1,0,17.18,1,1,1,8,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
25561,54348,35734,648,0,0,0.99,1,0,9,1,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
25562,57577,2465,316,1,1,68.46,1,0,6,6,4,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
25563,25290,63460,212,0,1,51.67,0,0,9,6,5,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
25564,29066,9469,1304,0,1,75.72,0,0,11,6,4,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
25565,8538,30937,1203,0,1,8.53,0,1,4,5,4,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
25566,26432,50940,1387,1,1,81.3,0,1,10,8,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
25567,37799,2141,1408,0,1,83.23,0,1,5,22,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
25568,26789,62422,861,1,0,28.61,1,0,7,8,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
25569,51361,11687,1208,0,0,27.9,1,1,10,23,5,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
25570,2306,28093,1474,1,1,47.68,1,1,5,21,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
25571,51716,40528,604,1,0,2.89,0,0,7,8,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
25572,40595,26121,1007,1,1,77.95,1,1,8,10,4,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
25573,57013,14180,588,1,1,93.55,0,0,6,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
25574,61946,10336,1121,1,1,20.08,1,0,8,7,6,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
25575,62444,53147,1078,0,0,37.68,1,1,2,15,5,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
25576,28347,24931,1033,0,1,7.67,0,1,1,0,6,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
25577,25263,61528,722,1,1,83.4,1,1,10,13,6,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
25578,27823,62391,423,1,0,60.19,1,1,7,7,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
25579,25551,4930,1280,0,1,75.82,1,1,7,11,5,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
25580,29143,41095,508,1,0,72.29,0,1,10,10,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
25581,36806,5293,722,1,0,11.61,1,1,7,7,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
25582,40776,59031,394,1,1,0.25,1,0,6,2,6,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
25583,21743,58180,1187,1,0,39.96,1,1,7,17,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
25584,27842,10645,1488,0,1,26.82,0,0,5,7,4,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
25585,50047,18935,1107,0,1,89.88,1,0,12,8,6,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
25586,27491,50747,1292,1,1,45.33,0,1,7,9,5,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
25587,22620,50711,75,0,0,31.15,1,0,4,11,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
25588,38399,36867,816,1,1,91.97,0,1,10,16,5,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
25589,29957,5380,1356,0,1,6.35,0,1,9,14,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
25590,26759,2943,204,1,0,21.85,1,0,11,22,6,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
25591,29154,14876,392,0,0,81.17,0,1,4,7,6,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
25592,2291,40167,554,1,1,89.5,0,0,11,10,5,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
25593,35739,6107,1005,0,0,8.62,1,0,9,19,6,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
25594,7128,48396,436,1,1,22.06,0,0,5,13,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
25595,4117,54468,844,1,1,83.93,1,1,8,22,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
25596,21886,18581,450,1,1,54.51,0,1,9,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
25597,7851,60017,108,0,1,9.88,1,0,9,21,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
25598,1156,14138,1094,0,1,85.46,1,1,3,20,6,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
25599,10176,4748,669,0,1,0.55,0,0,9,16,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
25600,18851,40709,657,1,0,94.49,0,1,12,12,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
25601,37011,57007,1440,0,0,76.38,0,1,4,21,6,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
25602,57522,15834,1206,1,1,59.04,0,0,9,14,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
25603,55172,57368,468,0,1,53.78,1,0,6,19,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
25604,43081,65360,753,0,1,36.65,0,0,5,5,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
25605,62876,16474,1389,0,0,98.99,0,0,7,13,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
25606,56673,25157,719,0,1,35.61,1,0,8,8,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
25607,50507,42551,804,0,1,33.32,0,0,9,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
25608,64584,31731,673,0,1,96.01,0,0,8,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
25609,58891,16056,1404,0,1,3.12,0,1,7,1,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
25610,8340,17013,1174,0,0,73.26,1,0,10,14,6,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
25611,2826,15284,1334,1,0,72.59,0,1,8,2,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
25612,52525,38615,802,1,1,8.53,0,1,8,4,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
25613,34524,41651,1364,0,0,48.96,1,0,8,1,6,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
25614,54471,28561,790,1,1,67.43,0,0,7,8,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
25615,63529,11382,749,1,1,4.52,0,0,5,12,6,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
25616,57710,8389,1265,1,0,29.75,0,1,11,23,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
25617,3538,53493,1292,1,1,71.4,0,0,10,10,4,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
25618,46739,16415,1270,0,0,37.01,0,0,10,10,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
25619,41373,29111,1215,1,0,3.51,0,1,11,7,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
25620,27742,58419,964,0,0,90.83,1,0,10,19,6,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
25621,26378,29733,398,0,0,53.55,1,0,7,15,6,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
25622,14540,52963,1146,1,1,87.84,0,0,10,7,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
25623,29671,62386,1091,1,1,10.37,0,1,5,23,6,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
25624,62422,25012,348,1,1,53.77,1,0,3,7,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
25625,35705,25618,1073,0,1,63.99,1,0,7,10,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
25626,38355,46207,114,1,1,82.16,0,0,4,20,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
25627,40944,12487,545,1,0,45.99,0,0,6,10,5,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
25628,52508,51521,760,1,0,99.93,1,1,12,14,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
25629,43698,46572,116,0,1,10.63,1,0,9,10,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
25630,1463,19459,580,1,0,54.07,0,1,7,8,5,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
25631,8739,12208,1011,1,1,3.51,0,1,1,21,4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25632,59641,47841,83,1,1,76.01,1,1,1,2,5,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
25633,1112,31702,1322,1,0,8.8,0,1,9,13,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
25634,18359,40278,137,1,0,1.65,0,1,11,9,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
25635,60974,55545,445,1,0,42.79,0,0,6,1,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
25636,14130,6579,86,0,1,57.9,1,1,2,9,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
25637,7394,63707,546,0,1,74.54,1,1,8,14,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
25638,48227,4601,223,0,0,27.01,0,0,3,13,6,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
25639,47315,31268,415,1,0,79.79,0,0,5,1,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
25640,17433,50668,189,0,0,1.6,0,0,12,14,3,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
25641,14769,51816,1237,0,0,37.88,0,0,8,19,6,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
25642,52201,19308,1314,0,1,77.23,0,0,5,3,5,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
25643,22039,55331,958,0,1,44.85,0,0,1,6,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
25644,58534,13674,271,1,0,86.51,1,1,4,23,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
25645,53388,37660,957,1,0,48.68,1,0,2,23,6,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
25646,34026,51394,1496,1,1,74.01,0,1,7,13,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
25647,9810,20535,700,1,0,9.56,1,1,9,18,5,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
25648,40845,41319,376,1,0,60.26,0,0,12,8,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
25649,25578,55228,221,0,0,69.92,0,0,6,7,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
25650,15039,8958,425,1,1,66.49,1,0,10,23,5,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
25651,64254,62818,870,0,1,57.16,0,1,6,18,6,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
25652,44436,34791,1346,0,1,74.67,1,1,5,18,6,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
25653,60693,63558,854,1,1,10.8,0,0,2,21,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
25654,15689,17292,590,1,0,16.05,0,0,9,21,5,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
25655,27456,14560,989,1,0,48.56,0,1,1,20,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
25656,5572,5623,260,0,1,91.11,0,0,10,2,6,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
25657,8370,59647,1007,0,1,66.1,0,0,3,18,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
25658,25970,19759,357,1,0,42.18,1,0,2,16,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
25659,28522,12919,1376,1,0,50.12,0,1,6,8,4,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
25660,54644,9485,1302,1,0,7.62,0,0,11,12,5,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
25661,11998,52789,939,1,0,37.97,0,0,5,10,4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
25662,45815,7695,775,1,0,20.19,0,0,1,19,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
25663,30590,12053,142,0,0,34.15,1,0,12,20,6,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
25664,59588,6691,163,1,1,31.71,0,0,8,14,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
25665,19152,52272,452,1,0,36.64,0,0,7,7,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
25666,41460,37399,1249,0,1,20.35,0,0,7,9,4,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
25667,40225,31062,554,0,1,29.95,0,1,9,17,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
25668,27584,31421,1218,1,1,97.55,1,1,6,15,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
25669,13338,9753,292,0,0,44.59,1,1,11,13,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
25670,45014,16949,414,0,0,93.6,1,1,2,2,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
25671,13103,36581,233,1,0,95.12,0,0,3,17,3,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
25672,49957,25017,986,1,0,49.52,1,0,11,12,4,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
25673,23862,49287,1186,0,1,68.14,1,0,1,23,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
25674,15485,35147,67,0,0,5.65,1,0,12,18,6,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
25675,40431,10403,593,1,0,9.15,1,1,2,7,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
25676,25875,42591,390,1,1,2.85,1,0,8,5,4,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
25677,18842,38728,1092,0,1,4.8,1,0,7,21,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
25678,5448,64342,1316,0,0,35.6,0,0,7,20,5,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
25679,23911,19632,570,1,1,83.34,1,0,7,22,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
25680,40455,25901,509,1,0,56.49,0,0,10,5,6,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
25681,16312,43867,166,0,0,5.74,1,0,2,10,5,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
25682,1991,29984,482,0,1,90.5,1,0,7,17,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
25683,39365,56223,1321,0,0,85.1,0,0,4,23,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
25684,14100,61616,846,1,1,65.26,0,0,2,21,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
25685,37650,28114,1020,1,1,12.46,1,1,3,21,6,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
25686,17185,15763,1229,0,0,30.88,1,0,6,13,5,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
25687,34865,53721,622,0,0,17.69,0,1,6,6,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
25688,32435,14118,1319,1,0,15.39,1,1,9,15,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
25689,6269,48436,900,1,1,44.45,1,1,5,17,5,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
25690,4720,6197,1321,1,0,47.58,0,0,11,6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
25691,58623,48375,888,1,1,35.94,1,0,12,14,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
25692,40281,63365,554,1,0,18.11,0,0,2,21,3,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
25693,38308,42331,1088,0,0,93.68,0,1,9,21,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
25694,60291,57394,735,0,0,26.01,0,1,9,23,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
25695,2705,27980,827,1,0,54.72,1,0,2,21,4,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
25696,38025,22520,913,0,0,92.11,0,1,1,8,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
25697,57160,14270,662,0,1,25.6,0,1,10,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
25698,25615,45539,1076,1,0,76.88,1,1,9,8,4,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
25699,51630,5593,199,1,1,87.69,0,0,6,11,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
25700,16182,9416,526,0,1,6.99,0,0,2,23,5,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
25701,55475,63452,988,0,1,93.41,0,1,3,21,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
25702,21301,26434,125,0,0,51.8,0,1,3,17,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
25703,53599,49174,1147,1,1,58.45,1,1,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
25704,38671,60476,404,1,1,80.12,0,0,12,3,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
25705,31374,32735,1282,0,1,60.55,0,1,10,1,6,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
25706,64795,8815,1421,0,0,98.89,0,0,6,13,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
25707,64863,35690,1355,1,1,31.86,1,1,10,10,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
25708,46537,39175,1171,1,1,86.42,1,1,10,17,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
25709,23132,40105,219,0,1,73.44,0,0,1,3,4,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
25710,19466,21990,204,0,1,49.58,0,0,11,17,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
25711,4123,40770,911,1,0,84.86,1,0,8,2,5,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
25712,55396,11386,1007,0,0,99.37,0,1,11,14,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
25713,43457,7938,698,1,0,6.53,1,1,2,18,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
25714,26691,57944,365,0,0,96.82,1,0,6,14,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
25715,53546,30916,110,0,0,6.71,1,0,11,0,6,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
25716,21628,49961,727,0,1,16.88,0,0,3,0,5,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
25717,2421,59233,796,0,1,31.72,1,1,7,14,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
25718,2623,51939,423,0,1,0.85,0,1,4,1,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
25719,33673,51146,1058,0,0,84.71,1,1,9,5,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
25720,16229,10197,432,1,0,37.13,1,0,7,2,5,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
25721,33663,50230,88,0,0,62.71,0,1,7,20,4,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
25722,28247,23147,995,0,1,37.99,1,0,2,16,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
25723,10836,1649,952,0,1,24.29,1,1,11,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
25724,31891,13797,1032,1,1,27.77,0,1,3,4,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
25725,22599,7614,148,1,0,43.89,1,0,9,12,6,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
25726,31893,10701,1497,0,1,31.86,1,1,8,19,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
25727,19594,19736,611,1,1,69.61,1,1,2,7,4,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
25728,62580,4748,215,1,0,64.95,0,1,6,5,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
25729,5120,33677,1382,0,0,44.26,1,0,2,23,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
25730,53897,1134,299,1,0,25.2,1,0,2,10,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
25731,48831,34504,1448,0,1,31.67,1,0,6,14,4,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
25732,12852,16020,191,0,0,30.51,0,0,2,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
25733,42096,20447,310,1,1,52.12,1,0,6,9,5,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
25734,10304,48474,1222,1,0,3.14,0,1,11,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
25735,55664,18834,1148,0,0,18.01,0,1,6,2,5,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
25736,35902,8677,602,0,0,72.57,1,1,6,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
25737,63895,5790,132,0,1,36.88,1,0,5,6,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
25738,4444,23964,301,1,1,65.31,1,0,7,15,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
25739,34578,39628,1483,0,0,50.2,1,0,8,17,6,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
25740,51602,44287,316,1,0,23.48,1,0,8,18,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
25741,51779,45824,516,0,0,46.81,1,0,3,19,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
25742,22250,59553,1419,0,1,48.44,0,1,5,15,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
25743,59138,44694,1255,1,1,46.69,1,1,5,20,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
25744,16401,55386,550,1,1,47.88,0,1,1,15,6,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
25745,40939,3399,1366,1,1,46.98,1,0,2,10,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
25746,53087,5140,1151,1,1,27.06,0,0,3,3,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
25747,10972,37739,99,0,1,33.23,0,0,4,17,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
25748,42925,25979,1049,0,1,98.45,1,1,12,19,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
25749,44307,9591,199,0,0,57.01,1,1,8,13,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
25750,2459,6684,838,0,0,83.51,0,1,4,12,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
25751,6586,40103,1143,1,1,93.76,0,0,6,15,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
25752,43220,40544,738,0,1,14.93,1,1,3,20,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
25753,6954,20736,662,1,0,79.21,0,0,9,6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
25754,65240,15914,365,0,0,99.21,1,1,8,16,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
25755,58560,5450,991,0,0,16.0,1,0,9,18,5,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
25756,10672,16554,1149,0,1,14.8,0,1,4,7,4,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
25757,52631,34580,655,0,0,4.42,1,0,5,18,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
25758,24913,49677,77,0,1,58.6,0,1,6,21,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
25759,63993,10832,467,1,0,11.51,1,0,3,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
25760,16759,29505,974,1,0,5.68,0,0,5,7,5,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
25761,62537,63514,1462,1,1,71.6,0,0,2,21,6,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
25762,62608,21126,1286,0,1,80.93,1,1,11,14,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
25763,19225,5949,294,0,1,86.14,1,0,7,17,6,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
